1050; 61191; 49072; 4344; 24198; 
1060; 61353; 48787; 4182; 23882; 
1070; 61512; 48500; 4023; 23567; 
1080; 61667; 48212; 3868; 23253; 
1090; 61820; 47922; 3715; 22940; 
1100; 61971; 47631; 3564; 22628; 
1110; 62118; 47338; 3417; 22317; 
1120; 62262; 47044; 3273; 22007; 
1130; 62403; 46748; 3132; 21698; 
1140; 62542; 46451; 2993; 21390; 
1150; 62677; 46153; 2858; 21083; 
1160; 62809; 45853; 2726; 20778; 
1170; 62939; 45552; 2596; 20473; 
1180; 63065; 45250; 2470; 20170; 
1190; 63188; 44946; 2347; 19868; 
1200; 63309; 44641; 2226; 19568; 
1210; 63426; 44335; 2109; 19268; 
1220; 63540; 44028; 1995; 18971; 
1230; 63651; 43720; 1884; 18674; 
1240; 63759; 43410; 1776; 18379; 
1250; 63864; 43100; 1671; 18085; 
1260; 63966; 42789; 1569; 17793; 
1270; 64064; 42476; 1471; 17502; 
1280; 64160; 42163; 1375; 17213; 
1290; 64252; 41848; 1283; 16926; 
1300; 64341; 41533; 1194; 16639; 
1310; 64427; 41217; 1108; 16355; 
1320; 64510; 40900; 1025; 16072; 
1330; 64590; 40582; 945; 15791; 
1340; 64667; 40263; 868; 15512; 
1350; 64740; 39944; 795; 15234; 
1360; 64810; 39624; 725; 14958; 
1370; 64877; 39303; 658; 14684; 
1380; 64941; 38982; 594; 14412; 
1390; 65001; 38660; 534; 14141; 
1400; 65059; 38337; 476; 13872; 
1410; 65113; 38014; 422; 13606; 
1420; 65164; 37690; 371; 13341; 
1430; 65211; 37366; 324; 13078; 
1440; 65256; 37041; 279; 12817; 
1450; 65297; 36716; 238; 12558; 
1460; 65335; 36391; 200; 12301; 
1470; 65369; 36065; 166; 12046; 
1480; 65401; 35739; 134; 11793; 
1490; 65429; 35412; 106; 11543; 
1500; 65453; 35085; 82; 11294; 
1510; 65475; 34758; 60; 11048; 
1520; 65493; 34431; 42; 10803; 
1530; 65508; 34104; 27; 10561; 
1540; 65520; 33776; 15; 10321; 
1550; 65528; 33449; 7; 10084; 
1560; 65534; 33121; 1; 9849; 
1570; 65535; 32794; 0; 9615; 
1580; 65534; 32466; 1; 9385; 
1590; 65529; 32138; 6; 9156; 
1600; 65522; 31811; 13; 8930; 
1610; 65510; 31483; 25; 8707; 
1620; 65496; 31156; 39; 8485; 
1630; 65478; 30829; 57; 8267; 
1640; 65457; 30502; 78; 8050; 
1650; 65433; 30175; 102; 7836; 
1660; 65405; 29848; 130; 7625; 
1670; 65374; 29522; 161; 7416; 
1680; 65340; 29196; 195; 7210; 
1690; 65303; 28871; 232; 7006; 
1700; 65262; 28546; 273; 6805; 
1710; 65219; 28221; 316; 6606; 
1720; 65171; 27897; 364; 6410; 
1730; 65121; 27573; 414; 6217; 
1740; 65068; 27249; 467; 6026; 
1750; 65011; 26927; 524; 5838; 
1760; 64951; 26605; 584; 5653; 
1770; 64887; 26283; 648; 5470; 
1780; 64821; 25962; 714; 5290; 
1790; 64751; 25642; 784; 5113; 
1800; 64679; 25323; 856; 4939; 
1810; 64602; 25004; 933; 4767; 
1820; 64523; 24686; 1012; 4598; 
1830; 64441; 24369; 1094; 4432; 
1840; 64355; 24052; 1180; 4269; 
1850; 64267; 23737; 1268; 4109; 
1860; 64175; 23422; 1360; 3951; 
1870; 64080; 23109; 1455; 3797; 
1880; 63982; 22796; 1553; 3645; 
1890; 63880; 22485; 1655; 3496; 
1900; 63776; 22174; 1759; 3351; 
1910; 63668; 21864; 1867; 3208; 
1920; 63558; 21556; 1977; 3068; 
1930; 63444; 21249; 2091; 2931; 
1940; 63327; 20942; 2208; 2797; 
1950; 63208; 20637; 2327; 2666; 
1960; 63085; 20334; 2450; 2538; 
1970; 62959; 20031; 2576; 2413; 
1980; 62830; 19730; 2705; 2291; 
1990; 62698; 19430; 2837; 2172; 
2000; 62563; 19131; 2972; 2056; 
2010; 62426; 18834; 3109; 1944; 
2020; 62285; 18538; 3250; 1834; 
2030; 62141; 18244; 3394; 1727; 
2040; 61994; 17951; 3541; 1624; 
2050; 61845; 17659; 3690; 1524; 
2060; 61692; 17369; 3843; 1426; 
2070; 61537; 17081; 3998; 1332; 
2080; 61378; 16794; 4157; 1241; 
2090; 61217; 16508; 4318; 1154; 
2100; 61053; 16225; 4482; 1069; 
2110; 60886; 15943; 4649; 988; 
2120; 60717; 15662; 4818; 909; 
2130; 60544; 15384; 4991; 834; 
2140; 60369; 15107; 5166; 762; 
2150; 60191; 14832; 5344; 694; 
2160; 60010; 14558; 5525; 628; 
2170; 59827; 14287; 5708; 566; 
2180; 59641; 14017; 5894; 507; 
2190; 59452; 13749; 6083; 451; 
2200; 59260; 13483; 6275; 398; 
2210; 59066; 13220; 6469; 349; 
2220; 58869; 12958; 6666; 303; 
2230; 58670; 12698; 6865; 260; 
2240; 58468; 12439; 7067; 220; 
2250; 58263; 12184; 7272; 184; 
2260; 58056; 11930; 7479; 151; 
2270; 57847; 11678; 7688; 121; 
2280; 57635; 11428; 7900; 95; 
2290; 57420; 11180; 8115; 71; 
2300; 57203; 10935; 8332; 51; 
2310; 56983; 10692; 8552; 34; 
2320; 56761; 10451; 8774; 21; 
2330; 56537; 10212; 8998; 11; 
2340; 56310; 9975; 9225; 4; 
2350; 56081; 9741; 9454; 0; 
2360; 55850; 9509; 9685; 0; 
2370; 55616; 9279; 9919; 3; 
2380; 55380; 9052; 10155; 9; 
2390; 55142; 8827; 10393; 18; 
2400; 54901; 8605; 10634; 31; 
2410; 54658; 8384; 10877; 47; 
2420; 54413; 8167; 11122; 66; 
2430; 54166; 7952; 11369; 89; 
2440; 53917; 7739; 11618; 115; 
2450; 53666; 7529; 11869; 144; 
2460; 53412; 7321; 12123; 176; 
2470; 53157; 7116; 12378; 211; 
2480; 52899; 6913; 12636; 250; 
2490; 52640; 6713; 12895; 292; 
2500; 52378; 6516; 13157; 338; 
2510; 52115; 6321; 13420; 386; 
2520; 51849; 6129; 13686; 438; 
2530; 51582; 5939; 13953; 493; 
2540; 51313; 5752; 14222; 551; 
2550; 51042; 5568; 14493; 613; 
2560; 50769; 5387; 14766; 678; 
2570; 50494; 5208; 15041; 746; 
2580; 50218; 5032; 15317; 817; 
2590; 49939; 4859; 15596; 891; 
2600; 49659; 4689; 15876; 969; 
2610; 49378; 4521; 16157; 1049; 
2620; 49095; 4357; 16440; 1133; 
2630; 48810; 4195; 16725; 1220; 
2640; 48523; 4036; 17012; 1310; 
2650; 48235; 3880; 17300; 1404; 
2660; 47945; 3727; 17590; 1500; 
2670; 47654; 3576; 17881; 1600; 
2680; 47362; 3429; 18173; 1702; 
2690; 47067; 3284; 18468; 1808; 
2700; 46772; 3143; 18763; 1917; 
2710; 46475; 3004; 19060; 2029; 
2720; 46177; 2869; 19358; 2144; 
2730; 45877; 2736; 19658; 2262; 
2740; 45576; 2607; 19959; 2383; 
2750; 45274; 2480; 20261; 2508; 
2760; 44970; 2356; 20565; 2635; 
2770; 44666; 2236; 20869; 2765; 
2780; 44360; 2118; 21175; 2898; 
2790; 44053; 2004; 21482; 3035; 
2800; 43744; 1893; 21791; 3174; 
2810; 43435; 1785; 22100; 3316; 
2820; 43125; 1679; 22410; 3461; 
2830; 42813; 1577; 22722; 3609; 
2840; 42501; 1478; 23034; 3760; 
2850; 42188; 1383; 23347; 3914; 
2860; 41873; 1290; 23662; 4071; 
2870; 41558; 1201; 23977; 4230; 
2880; 41242; 1114; 24293; 4393; 
2890; 40925; 1031; 24610; 4558; 
2900; 40607; 951; 24928; 4726; 
2910; 40289; 874; 25246; 4897; 
2920; 39969; 801; 25566; 5071; 
2930; 39649; 730; 25886; 5248; 
2940; 39329; 663; 26206; 5427; 
2950; 39007; 599; 26528; 5609; 
2960; 38685; 538; 26850; 5794; 
2970; 38363; 481; 27172; 5981; 
2980; 38040; 426; 27495; 6171; 
2990; 37716; 375; 27819; 6364; 
3000; 37392; 327; 28143; 6559; 
3010; 37067; 283; 28468; 6757; 
3020; 36742; 241; 28793; 6958; 
3030; 36417; 203; 29118; 7161; 
3040; 36091; 168; 29444; 7367; 
3050; 35765; 137; 29770; 7575; 
3060; 35438; 109; 30097; 7786; 
3070; 35111; 83; 30424; 7999; 
3080; 34784; 62; 30751; 8215; 
3090; 34457; 43; 31078; 8433; 
3100; 34130; 28; 31405; 8654; 
3110; 33803; 16; 31732; 8877; 
3120; 33475; 7; 32060; 9102; 
3130; 33147; 2; 32388; 9330; 
3140; 32820; 0; 32715; 9560; 
3150; 32492; 1; 33043; 9793; 
3160; 32164; 5; 33371; 10027; 
3170; 31837; 13; 33698; 10264; 
3180; 31509; 24; 34026; 10504; 
3190; 31182; 38; 34353; 10745; 
3200; 30855; 55; 34680; 10989; 
3210; 30528; 76; 35007; 11235; 
3220; 30201; 100; 35334; 11483; 
3230; 29874; 127; 35661; 11733; 
3240; 29548; 158; 35987; 11986; 
3250; 29222; 192; 36313; 12240; 
3260; 28897; 229; 36638; 12496; 
3270; 28571; 269; 36964; 12755; 
3280; 28247; 313; 37288; 13015; 
3290; 27922; 360; 37613; 13278; 
3300; 27598; 410; 37937; 13542; 
3310; 27275; 463; 38260; 13808; 
3320; 26952; 520; 38583; 14077; 
3330; 26630; 579; 38905; 14347; 
3340; 26309; 642; 39226; 14619; 
3350; 25988; 709; 39547; 14892; 
3360; 25667; 778; 39868; 15168; 
3370; 25348; 851; 40187; 15445; 
3380; 25029; 926; 40506; 15724; 
3390; 24711; 1005; 40824; 16005; 
3400; 24394; 1087; 41141; 16287; 
3410; 24078; 1173; 41457; 16571; 
3420; 23762; 1261; 41773; 16857; 
3430; 23447; 1353; 42088; 17144; 
3440; 23134; 1448; 42401; 17433; 
3450; 22821; 1546; 42714; 17723; 
3460; 22509; 1647; 43026; 18015; 
3470; 22199; 1751; 43336; 18309; 
3480; 21889; 1858; 43646; 18603; 
3490; 21580; 1968; 43955; 18900; 
3500; 21273; 2082; 44262; 19197; 
3510; 20967; 2198; 44568; 19496; 
3520; 20662; 2318; 44873; 19796; 
3530; 20358; 2440; 45177; 20098; 
3540; 20055; 2566; 45480; 20401; 
3550; 19754; 2695; 45781; 20705; 
3560; 19454; 2826; 46081; 21010; 
3570; 19155; 2961; 46380; 21317; 
3580; 18858; 3098; 46677; 21624; 
3590; 18562; 3239; 46973; 21933; 
3600; 18267; 3383; 47268; 22243; 
3610; 17974; 3529; 47561; 22553; 
3620; 17682; 3678; 47853; 22865; 
3630; 17392; 3831; 48143; 23178; 
3640; 17104; 3986; 48431; 23492; 
3650; 16816; 4144; 48719; 23807; 
3660; 16531; 4305; 49004; 24122; 
3670; 16247; 4469; 49288; 24439; 
3680; 15965; 4635; 49570; 24756; 
3690; 15685; 4805; 49850; 25074; 
3700; 15406; 4977; 50129; 25393; 
3710; 15129; 5152; 50406; 25713; 
3720; 14854; 5330; 50681; 26033; 
3730; 14580; 5510; 50955; 26354; 
3740; 14308; 5693; 51227; 26676; 
3750; 14039; 5879; 51496; 26998; 
3760; 13771; 6068; 51764; 27321; 
3770; 13505; 6259; 52030; 27644; 
3780; 13240; 6453; 52295; 27968; 
3790; 12978; 6650; 52557; 28293; 
3800; 12718; 6849; 52817; 28617; 
3810; 12460; 7051; 53075; 28943; 
3820; 12204; 7255; 53331; 29268; 
3830; 11950; 7462; 53585; 29594; 
3840; 11698; 7672; 53837; 29921; 
3850; 11448; 7884; 54087; 30247; 
3860; 11200; 8098; 54335; 30574; 
3870; 10954; 8315; 54581; 30901; 
3880; 10711; 8534; 54824; 31228; 
3890; 10470; 8756; 55065; 31556; 
3900; 10231; 8980; 55304; 31883; 
3910; 9994; 9207; 55541; 32211; 
3920; 9760; 9436; 55775; 32538; 
3930; 9527; 9667; 56008; 32866; 
3940; 9298; 9900; 56237; 33194; 
3950; 9070; 10136; 56465; 33521; 
3960; 8845; 10374; 56690; 33849; 
3970; 8622; 10615; 56913; 34176; 
3980; 8402; 10857; 57133; 34504; 
3990; 8184; 11102; 57351; 34831; 
4000; 7969; 11349; 57566; 35158; 
4010; 7756; 11598; 57779; 35484; 
4020; 7545; 11849; 57990; 35811; 
4030; 7337; 12102; 58198; 36137; 
4040; 7132; 12358; 58403; 36463; 
4050; 6929; 12615; 58606; 36788; 
4060; 6729; 12874; 58806; 37113; 
4070; 6531; 13136; 59004; 37438; 
4080; 6336; 13399; 59199; 37762; 
4090; 6144; 13664; 59391; 38085; 
4100; 5954; 13932; 59581; 38408; 
4110; 5767; 14201; 59768; 38731; 
4120; 5583; 14472; 59952; 39053; 
4130; 5401; 14744; 60134; 39374; 
4140; 5222; 15019; 60313; 39695; 
4150; 5046; 15295; 60489; 40015; 
4160; 4873; 15573; 60662; 40334; 
4170; 4702; 15853; 60833; 40652; 
4180; 4535; 16135; 61000; 40970; 
4190; 4370; 16418; 61165; 41287; 
4200; 4208; 16703; 61327; 41603; 
4210; 4048; 16989; 61487; 41918; 
4220; 3892; 17277; 61643; 42232; 
4230; 3739; 17567; 61796; 42545; 
4240; 3588; 17858; 61947; 42858; 
4250; 3440; 18150; 62095; 43169; 
4260; 3296; 18444; 62239; 43479; 
4270; 3154; 18740; 62381; 43788; 
4280; 3015; 19036; 62520; 44096; 
4290; 2879; 19335; 62656; 44403; 
4300; 2747; 19634; 62788; 44709; 
4310; 2617; 19935; 62918; 45013; 
4320; 2490; 20237; 63045; 45317; 
4330; 2366; 20541; 63169; 45619; 
4340; 2245; 20845; 63290; 45920; 
4350; 2128; 21151; 63407; 46219; 
4360; 2013; 21458; 63522; 46517; 
4370; 1902; 21766; 63633; 46814; 
4380; 1793; 22075; 63742; 47109; 
4390; 1688; 22386; 63847; 47403; 
4400; 1585; 22697; 63950; 47696; 
4410; 1486; 23009; 64049; 47986; 
4420; 1390; 23322; 64145; 48276; 
4430; 1297; 23637; 64238; 48564; 
4440; 1208; 23952; 64327; 48850; 
4450; 1121; 24268; 64414; 49135; 
4460; 1038; 24585; 64497; 49418; 
4470; 957; 24902; 64578; 49699; 
4480; 880; 25221; 64655; 49979; 
4490; 806; 25540; 64729; 50257; 
4500; 736; 25860; 64799; 50533; 
4510; 668; 26181; 64867; 50808; 
4520; 604; 26502; 64931; 51080; 
4530; 543; 26824; 64992; 51351; 
4540; 485; 27147; 65050; 51620; 
4550; 431; 27470; 65104; 51887; 
4560; 379; 27793; 65156; 52152; 
4570; 331; 28117; 65204; 52415; 
4580; 286; 28442; 65249; 52677; 
4590; 245; 28767; 65290; 52936; 
4600; 206; 29092; 65329; 53193; 
4610; 171; 29418; 65364; 53448; 
4620; 139; 29744; 65396; 53702; 
4630; 111; 30071; 65424; 53953; 
4640; 85; 30398; 65450; 54201; 
4650; 63; 30724; 65472; 54448; 
4660; 44; 31052; 65491; 54693; 
4670; 29; 31379; 65506; 54935; 
4680; 17; 31706; 65518; 55175; 
4690; 8; 32034; 65527; 55413; 
4700; 2; 32362; 65533; 55649; 
4710; 0; 32689; 65535; 55883; 
4720; 0; 33017; 65535; 56114; 
4730; 5; 33345; 65530; 56342; 
4740; 12; 33672; 65523; 56569; 
4750; 23; 34000; 65512; 56793; 
4760; 37; 34327; 65498; 57014; 
4770; 54; 34654; 65481; 57234; 
4780; 74; 34981; 65461; 57450; 
4790; 98; 35308; 65437; 57665; 
4800; 125; 35635; 65410; 57877; 
4810; 155; 35961; 65380; 58086; 
4820; 189; 36287; 65346; 58293; 
4830; 226; 36612; 65309; 58497; 
4840; 266; 36938; 65269; 58698; 
4850; 309; 37263; 65226; 58897; 
4860; 356; 37587; 65179; 59094; 
4870; 406; 37911; 65129; 59288; 
4880; 459; 38234; 65076; 59479; 
4890; 515; 38557; 65020; 59667; 
4900; 574; 38879; 64961; 59853; 
4910; 637; 39201; 64898; 60036; 
4920; 703; 39522; 64832; 60216; 
4930; 772; 39842; 64763; 60394; 
4940; 845; 40162; 64690; 60569; 
4950; 920; 40480; 64615; 60741; 
4960; 999; 40799; 64536; 60910; 
4970; 1081; 41116; 64454; 61077; 
4980; 1166; 41432; 64369; 61240; 
4990; 1254; 41748; 64281; 61401; 
5000; 1345; 42063; 64190; 61559; 
5010; 1440; 42376; 64095; 61714; 
5020; 1538; 42689; 63997; 61866; 
5030; 1638; 43001; 63897; 62015; 
5040; 1742; 43312; 63793; 62161; 
5050; 1849; 43621; 63686; 62305; 
5060; 1959; 43930; 63576; 62445; 
5070; 2073; 44238; 63462; 62583; 
5080; 2189; 44544; 63346; 62717; 
5090; 2308; 44849; 63227; 62849; 
5100; 2430; 45153; 63105; 62977; 
5110; 2556; 45456; 62979; 63102; 
5120; 2684; 45757; 62851; 63225; 
5130; 2816; 46057; 62719; 63344; 
5140; 2950; 46356; 62585; 63460; 
5150; 3087; 46654; 62448; 63574; 
5160; 3228; 46950; 62307; 63684; 
5170; 3371; 47245; 62164; 63791; 
5180; 3517; 47538; 62018; 63895; 
5190; 3666; 47830; 61869; 63996; 
5200; 3818; 48120; 61717; 64093; 
5210; 3973; 48409; 61562; 64188; 
5220; 4131; 48696; 61404; 64279; 
5230; 4292; 48981; 61243; 64368; 
5240; 4456; 49265; 61079; 64453; 
5250; 4622; 49548; 60913; 64535; 
5260; 4791; 49828; 60744; 64613; 
5270; 4963; 50107; 60572; 64689; 
5280; 5138; 50384; 60397; 64761; 
5290; 5315; 50660; 60220; 64831; 
5300; 5496; 50933; 60039; 64897; 
5310; 5679; 51205; 59856; 64959; 
5320; 5865; 51475; 59670; 65019; 
5330; 6053; 51743; 59482; 65075; 
5340; 6244; 52009; 59291; 65128; 
5350; 6438; 52274; 59097; 65178; 
5360; 6634; 52536; 58901; 65225; 
5370; 6833; 52796; 58702; 65268; 
5380; 7035; 53055; 58500; 65308; 
5390; 7239; 53311; 58296; 65345; 
5400; 7446; 53565; 58089; 65379; 
5410; 7655; 53817; 57880; 65409; 
5420; 7867; 54067; 57668; 65436; 
5430; 8081; 54315; 57454; 65460; 
5440; 8297; 54561; 57238; 65481; 
5450; 8517; 54805; 57018; 65498; 
5460; 8738; 55046; 56797; 65512; 
5470; 8962; 55285; 56573; 65523; 
5480; 9189; 55522; 56346; 65530; 
5490; 9417; 55757; 56118; 65535; 
5500; 9648; 55989; 55887; 65535; 
5510; 9882; 56219; 55653; 65533; 
5520; 10117; 56447; 55418; 65527; 
5530; 10355; 56672; 55180; 65519; 
5540; 10595; 56895; 54940; 65506; 
5550; 10838; 57116; 54697; 65491; 
5560; 11082; 57334; 54453; 65472; 
5570; 11329; 57549; 54206; 65450; 
5580; 11578; 57762; 53957; 65425; 
5590; 11829; 57973; 53706; 65396; 
5600; 12082; 58181; 53453; 65364; 
5610; 12337; 58387; 53198; 65329; 
5620; 12595; 58590; 52940; 65291; 
5630; 12854; 58790; 52681; 65250; 
5640; 13115; 58988; 52420; 65205; 
5650; 13378; 59183; 52157; 65157; 
5660; 13643; 59376; 51892; 65105; 
5670; 13910; 59566; 51625; 65051; 
5680; 14179; 59753; 51356; 64993; 
5690; 14450; 59938; 51085; 64932; 
5700; 14723; 60119; 50812; 64868; 
5710; 14997; 60298; 50538; 64800; 
5720; 15273; 60475; 50262; 64730; 
5730; 15551; 60648; 49984; 64656; 
5740; 15831; 60819; 49704; 64579; 
5750; 16112; 60987; 49423; 64499; 
5760; 16395; 61152; 49140; 64415; 
5770; 16680; 61314; 48855; 64329; 
5780; 16966; 61474; 48569; 64239; 
5790; 17254; 61631; 48281; 64146; 
5800; 17543; 61784; 47992; 64050; 
5810; 17834; 61935; 47701; 63951; 
5820; 18127; 62083; 47408; 63849; 
5830; 18421; 62228; 47114; 63744; 
5840; 18716; 62370; 46819; 63635; 
5850; 19013; 62509; 46522; 63524; 
5860; 19311; 62645; 46224; 63409; 
5870; 19610; 62778; 45925; 63292; 
5880; 19911; 62908; 45624; 63171; 
5890; 20213; 63035; 45322; 63047; 
5900; 20516; 63159; 45019; 62921; 
5910; 20821; 63280; 44714; 62791; 
5920; 21127; 63398; 44408; 62658; 
5930; 21433; 63513; 44102; 62522; 
5940; 21741; 63625; 43794; 62383; 
5950; 22051; 63733; 43484; 62242; 
5960; 22361; 63839; 43174; 62097; 
5970; 22672; 63942; 42863; 61949; 
5980; 22984; 64041; 42551; 61799; 
5990; 23297; 64137; 42238; 61646; 
6000; 23612; 64230; 41923; 61489; 
6010; 23927; 64320; 41608; 61330; 
6020; 24243; 64407; 41292; 61168; 
6030; 24559; 64491; 40976; 61003; 
6040; 24877; 64571; 40658; 60836; 
6050; 25196; 64649; 40339; 60665; 
6060; 25515; 64723; 40020; 60492; 
6070; 25835; 64794; 39700; 60316; 
6080; 26155; 64861; 39380; 60137; 
6090; 26477; 64926; 39058; 59955; 
6100; 26798; 64987; 38737; 59771; 
6110; 27121; 65045; 38414; 59584; 
6120; 27444; 65100; 38091; 59394; 
6130; 27768; 65152; 37767; 59202; 
6140; 28092; 65200; 37443; 59007; 
6150; 28416; 65245; 37119; 58810; 
6160; 28741; 65287; 36794; 58609; 
6170; 29067; 65326; 36468; 58407; 
6180; 29392; 65361; 36143; 58201; 
6190; 29718; 65393; 35817; 57993; 
6200; 30045; 65422; 35490; 57783; 
6210; 30372; 65448; 35163; 57570; 
6220; 30698; 65470; 34837; 57355; 
6230; 31026; 65489; 34509; 57137; 
6240; 31353; 65505; 34182; 56917; 
6250; 31680; 65517; 33855; 56694; 
6260; 32008; 65527; 33527; 56469; 
6270; 32335; 65533; 33200; 56241; 
6280; 32663; 65535; 32872; 56012; 
6290; 32991; 65535; 32544; 55780; 
6300; 33318; 65531; 32217; 55545; 
6310; 33646; 65524; 31889; 55308; 
6320; 33974; 65513; 31561; 55069; 
6330; 34301; 65500; 31234; 54828; 
6340; 34628; 65483; 30907; 54585; 
6350; 34955; 65462; 30580; 54339; 
6360; 35282; 65439; 30253; 54092; 
6370; 35609; 65412; 29926; 53842; 
6380; 35935; 65382; 29600; 53590; 
6390; 36261; 65349; 29274; 53336; 
6400; 36587; 65312; 28948; 53080; 
6410; 36912; 65272; 28623; 52821; 
6420; 37237; 65229; 28298; 52561; 
6430; 37561; 65183; 27974; 52299; 
6440; 37885; 65133; 27650; 52035; 
6450; 38208; 65081; 27327; 51769; 
6460; 38531; 65025; 27004; 51501; 
6470; 38853; 64965; 26682; 51231; 
6480; 39175; 64903; 26360; 50960; 
6490; 39496; 64837; 26039; 50686; 
6500; 39817; 64768; 25718; 50411; 
6510; 40136; 64696; 25399; 50134; 
6520; 40455; 64621; 25080; 49855; 
6530; 40773; 64542; 24762; 49575; 
6540; 41091; 64461; 24444; 49293; 
6550; 41407; 64376; 24128; 49009; 
6560; 41723; 64288; 23812; 48724; 
6570; 42038; 64197; 23497; 48437; 
6580; 42351; 64103; 23184; 48148; 
6590; 42664; 64005; 22871; 47858; 
6600; 42976; 63905; 22559; 47566; 
6610; 43287; 63801; 22248; 47273; 
6620; 43597; 63694; 21938; 46979; 
6630; 43905; 63584; 21630; 46683; 
6640; 44213; 63472; 21322; 46385; 
6650; 44520; 63356; 21015; 46087; 
6660; 44825; 63237; 20710; 45787; 
6670; 45129; 63114; 20406; 45485; 
6680; 45432; 62989; 20103; 45183; 
6690; 45733; 62861; 19802; 44879; 
6700; 46034; 62730; 19501; 44574; 
6710; 46333; 62596; 19202; 44267; 
6720; 46630; 62459; 18905; 43960; 
6730; 46926; 62319; 18609; 43651; 
6740; 47221; 62176; 18314; 43342; 
6750; 47515; 62030; 18020; 43031; 
6760; 47806; 61881; 17729; 42719; 
6770; 48097; 61729; 17438; 42407; 
6780; 48386; 61574; 17149; 42093; 
6790; 48673; 61416; 16862; 41779; 
